Name,Ticker,ISIN,SecId,Global Broad Category Group,Average Eff Duration Survey,Fixd-Inc Eff Dur - Avg yrs (Calc) (Long) (FI%),Average Mod Duration Survey,Portfolio Risk Score,Portfolio Risk Score Date
AB Municipal Income II Massachusetts C,AMACX,US01864E7489,FOUSA00CIN,Fixed Income,4.99,7.12,,21.84,7/31/2022
AB Municipal Income II Massachusetts Z,,,F0000119RM,Fixed Income,4.99,7.12,,,
AB Municipal Income II Minnesota A,AMNAX,US01864E4098,FOUSA00EXD,Fixed Income,5.05,6.19,,19.44,7/31/2022
AB Municipal Income II Minnesota C,AMNCX,US01864E6077,FOUSA00EY1,Fixed Income,5.05,6.19,,19.37,7/31/2022
AB Municipal Income II New Jersey A,ANJAX,US01864E8057,FOUSA00ETC,Fixed Income,4.84,6.08,,24.74,7/31/2022
AB Municipal Income II New Jersey C,ANJCX,US01864E8701,FOUSA00EV2,Fixed Income,4.84,6.08,,24.78,7/31/2022
AB Municipal Income II Ohio A,AOHAX,US01864E8628,FOUSA00EV8,Fixed Income,4.67,6.36,,22.69,7/31/2022
AB Municipal Income II Ohio C,AOHCX,US01864E8479,FOUSA00EVM,Fixed Income,4.67,6.36,,22.87,7/31/2022
AB Municipal Income II Pennsylvania A,APAAX,US01864E8396,FOUSA00EWM,Fixed Income,5.20,6.63,,21.29,7/31/2022
AB Municipal Income II Pennsylvania C,APACX,US01864E8131,FOUSA00EXC,Fixed Income,5.20,6.63,,21.20,7/31/2022
AB Municipal Income II Virginia A,AVAAX,US01864E7067,FOUSA00E56,Fixed Income,4.80,6.34,,22.04,7/31/2022
AB Municipal Income II Virginia Adv,AVAYX,US01864E1284,F000005IEO,Fixed Income,4.80,6.34,,22.12,7/31/2022
AB Municipal Income II Virginia C,AVACX,US01864E6804,FOUSA00DZN,Fixed Income,4.80,6.34,,22.00,7/31/2022
AB Municipal Income II Virginia Z,,,F0000119RR,Fixed Income,4.80,6.34,,,
AB Municipal Income National A,ALTHX,US0186421089,FOUSA00B3R,Fixed Income,5.64,7.14,,25.01,7/31/2022
AB Municipal Income National Advisor,ALTVX,US0186428191,FOUSA07WYO,Fixed Income,5.64,7.14,,25.01,7/31/2022
AB Municipal Income National C,ALNCX,US0186428357,FOUSA00C8T,Fixed Income,5.64,7.14,,25.16,7/31/2022
AB Municipal Income New York A,ALNYX,US0186422079,FOUSA00B3S,Fixed Income,5.52,7.35,,25.66,7/31/2022
AB Municipal Income New York Advisor,ALNVX,US0186427698,FOUSA07WYP,Fixed Income,5.52,7.35,,25.71,7/31/2022
AB Municipal Income New York C,ANYCX,US0186428688,FOUSA00C84,Fixed Income,5.52,7.35,,25.69,7/31/2022
AB Relative Value A,CABDX,US0185971043,FOUSA00C32,Equity,,,,108.87,7/31/2022
AB Relative Value Advisor,CBBYX,US0185975002,FOUSA00BSR,Equity,,,,109.21,7/31/2022
AB Relative Value C,CBBCX,US0185974013,FOUSA00C4I,Equity,,,,109.17,7/31/2022
AB Relative Value I,CBBIX,US0185978071,FOUSA05BK8,Equity,,,,109.03,7/31/2022
AB Relative Value K,CBBKX,US0185977081,FOUSA05BK7,Equity,,,,109.00,7/31/2022
AB Relative Value R,CBBRX,US0185976091,FOUSA057RP,Equity,,,,109.27,7/31/2022
AB Relative Value Z,CBBZX,US0185978808,F00000QA90,Equity,,,,109.02,7/31/2022
AB Select US Equity A,AUUAX,US01877E3137,F00000N1R0,Equity,,,,92.28,7/31/2022
AB Select US Equity Advisor,AUUYX,US01877E2972,F00000N1QX,Equity,,,,92.26,7/31/2022
AB Select US Equity C,AUUCX,US01877E2899,F00000N1R1,Equity,,,,92.09,7/31/2022
AB Select US Equity I,AUUIX,US01877E2717,F00000N1R2,Equity,,,,92.47,7/31/2022
AB Select US Equity K,AUUKX,US01877E2634,F00000N1R3,Equity,,,,92.35,7/31/2022
AB Select US Equity R,AUURX,US01877E2550,F00000N1R4,Equity,,,,92.34,7/31/2022
AB Select US Long/Short A,ASLAX,US01878T1034,F00000OTRZ,Equity,,,,52.58,7/31/2022
AB Select US Long/Short Advisor,ASYLX,US01878T2024,F00000OTRW,Equity,,,,52.65,7/31/2022
AB Select US Long/Short C,ASCLX,US01878T3014,F00000OTS1,Equity,,,,52.54,7/31/2022
AB Select US Long/Short I,ASILX,US01878T4004,F00000OTS2,Equity,,,,52.53,7/31/2022
AB Select US Long/Short K,ASLKX,US01878T5092,F00000OTS3,Equity,,,,52.69,7/31/2022
AB Select US Long/Short R,ASRLX,US01878T6082,F00000OTS4,Equity,,,,52.58,7/31/2022
AB Short Duration A,ADPAX,US0855687499,FOUSA04BE8,Fixed Income,1.61,,,6.31,7/31/2022
AB Short Duration C,ADPCX,US0855687234,FOUSA04BEA,Fixed Income,1.61,,,6.13,7/31/2022
AB Short Duration Income A,SHUAX,US0185291079,F000010VVQ,Fixed Income,2.81,,,25.80,7/31/2022
AB Short Duration Income Advisor,SHUYX,US0185293059,F000010VVO,Fixed Income,2.81,,,21.97,7/31/2022
AB Short Duration Income C,SHUCX,US0185292069,F000010VVP,Fixed Income,2.81,,,21.84,7/31/2022
AB Short Duration Plus,SNSDX,US0855682029,FOUSA00EUE,Fixed Income,1.61,,,6.26,7/31/2022
AB Small Cap Core Advisor,SCRYX,US0855677664,F00000WBZA,Equity,,,,135.73,7/31/2022
AB Small Cap Core Z,SCRZX,US0855677250,F00000WBZH,Equity,,,,135.81,7/31/2022
AB Small Cap Growth A,QUASX,US01877E1073,FOUSA00ERC,Equity,,,,144.47,7/31/2022
AB Small Cap Growth Advisor,QUAYX,US01877E5033,FOUSA00K7C,Equity,,,,144.50,7/31/2022
AB Small Cap Growth C,QUACX,US01877E4044,FOUSA00CA3,Equity,,,,144.35,7/31/2022
AB Small Cap Growth I,QUAIX,US01877E8003,FOUSA05BLH,Equity,,,,144.50,7/31/2022
AB Small Cap Growth K,QUAKX,US01877E7013,FOUSA05BLS,Equity,,,,144.49,7/31/2022
AB Small Cap Growth R,QUARX,US01877E6023,FOUSA05BKY,Equity,,,,144.45,7/31/2022
AB Small Cap Growth Z,QUAZX,US01878H8025,F00000W0CQ,Equity,,,,144.55,7/31/2022
AB Small Cap Value A,SCAVX,US01878T5746,F00000SZI9,Equity,,,,157.86,7/31/2022
AB Small Cap Value Advisor,SCYVX,US01878T5589,F00000SZIE,Equity,,,,158.12,7/31/2022
AB Small Cap Value C,SCCVX,US01878T5662,F00000SZIA,Equity,,,,158.14,7/31/2022
AB Sustainable Global Thematic A,ALTFX,US0187801065,FOUSA00B40,Equity,,,,106.02,7/31/2022
AB Sustainable Global Thematic Advisor,ATEYX,US0187805025,FOUSA00H6N,Equity,,,,106.04,7/31/2022
AB Sustainable Global Thematic C,ATECX,US0187804036,FOUSA00CBD,Equity,,,,105.99,7/31/2022
AB Sustainable Global Thematic I,AGTIX,US0187808094,FOUSA05BJY,Equity,,,,106.04,7/31/2022
AB Sustainable Global Thematic K,ATEKX,US0187807005,FOUSA05BJX,Equity,,,,106.04,7/31/2022
AB Sustainable Global Thematic R,ATERX,US0187806015,FOUSA058RD,Equity,,,,106.02,7/31/2022
AB Sustainable Global Thematic Z,ATEZX,US0187808748,F00001BNFC,Equity,,,,,
AB Sustainable International Thematic Z,AWPZX,US01879X8065,F00001BNFB,Equity,,,,,
AB Sustainable Intl Thematic A,AWPAX,US01879X1037,FOUSA00C4W,Equity,,,,107.17,7/31/2022
AB Sustainable Intl Thematic Advisor,AWPYX,US01879X4007,FOUSA00HXF,Equity,,,,107.05,7/31/2022
AB Sustainable Intl Thematic C,AWPCX,US01879X3017,FOUSA00B0Q,Equity,,,,107.19,7/31/2022
AB Sustainable Intl Thematic I,AWPIX,US01879X7075,FOUSA05BK0,Equity,,,,107.16,7/31/2022
AB Sustainable Intl Thematic K,AWPKX,US01879X6085,FOUSA05BJZ,Equity,,,,107.05,7/31/2022
AB Sustainable Intl Thematic R,AWPRX,US01879X5095,FOUSA05BLF,Equity,,,,107.39,7/31/2022
AB Sustainable Thematic Bal Port A,ABPAX,US01877F6170,FOUSA0564L,Allocation,6.75,6.82,,62.18,7/31/2022
AB Sustainable Thematic Bal Port Advisor,ABPYX,US01877F5750,FOUSA0564M,Allocation,6.75,6.82,,61.93,7/31/2022
AB Sustainable Thematic Bal Port C,ABPCX,US01877F5834,FOUSA0564K,Allocation,6.75,6.82,,62.09,7/31/2022
AB Sustainable Thematic Bal Port I,APWIX,US01877F3938,FOUSA05BKP,Allocation,6.75,6.82,,62.34,7/31/2022
AB Sustainable Thematic Bal Port K,APWKX,US01877F4191,FOUSA05BKO,Allocation,6.75,6.82,,62.12,7/31/2022
AB Sustainable Thematic Bal Port R,APPRX,US01877F4928,FOUSA056OC,Allocation,6.75,6.82,,62.05,7/31/2022
AB Sustainable Thematic Balanced Port Z,ABPZX,US01877F3854,F00001D4RN,Allocation,6.75,6.82,,,
AB Sustainable Thematic Credit A,STHAX,US0185295039,F000016GPR,Fixed Income,,,,,
AB Sustainable Thematic Credit Advisor,STHYX,US0185296029,F000016GPP,Fixed Income,,,,,
AB Sustainable US Thematic A,SUTAX,US01878H7373,F000018AYQ,Equity,,,,,
AB Sustainable US Thematic Advisor,FFTYX,US01878H7787,F00000YDG4,Equity,,,,104.15,7/31/2022
AB Sustainable US Thematic C,SUTCX,US01878H7118,F00001DTR0,Equity,,,,,
AB Sustainable US Thematic Z,SUTZX,US01878H7290,F000018AYR,Equity,,,,,
AB Taxable Multi-Sector Income,CSHTX,US01879V3050,F00000ITRT,Fixed Income,1.81,,,10.64,7/31/2022
AB Tax-Aware Fixed Income Opps A,ATTAX,US0185281740,F00000QHJ8,Fixed Income,5.48,,,42.68,7/31/2022
AB Tax-Aware Fixed Income Opps Adv,ATTYX,US0185281336,F00000QHJ5,Fixed Income,5.48,,,42.64,7/31/2022
AB Tax-Aware Fixed Income Opps C,ATCCX,US0185281666,F00000QHJ9,Fixed Income,5.48,,,42.69,7/31/2022
AB Tax-Managed All Market Income A,AGIAX,US01877F7087,FOUSA00CWX,Allocation,5.46,,,64.49,7/31/2022
AB Tax-Managed All Market Income Adv,AGIYX,US01877F7244,FOUSA05CV6,Allocation,5.46,,,64.81,7/31/2022
AB Tax-Managed All Market Income C,AGICX,US01877F8804,FOUSA00FVD,Allocation,5.46,,,64.67,7/31/2022
AB Tax-Managed Wealth Apprec Strat A,ATWAX,US01877F5677,FOUSA04BR0,Equity,,,,96.08,7/31/2022
AB Tax-Managed Wealth Apprec Strat Adv,ATWYX,US01877F5347,FOUSA04BR1,Equity,,,,96.19,7/31/2022
AB Tax-Managed Wealth Apprec Strat C,ATWCX,US01877F5420,FOUSA04BR4,Equity,,,,95.93,7/31/2022
AB Total Return Bond A,ABQUX,US0185287119,FOUSA00HXC,Fixed Income,6.26,,,31.16,7/31/2022
AB Total Return Bond Advisor,ABQYX,US0185287291,FOUSA02T11,Fixed Income,6.26,,,30.94,7/31/2022
AB Total Return Bond C,ABQCX,US0185286871,FOUSA02W5P,Fixed Income,6.26,,,30.92,7/31/2022
AB Total Return Bond I,ABQIX,US0185286129,FOUSA05BKT,Fixed Income,6.26,,,31.09,7/31/2022
AB Total Return Bond K,ABQKX,US0185286202,FOUSA05BKS,Fixed Income,6.26,,,31.10,7/31/2022
AB Total Return Bond R,ABQRX,US0185286533,FOUSA058RT,Fixed Income,6.26,,,30.82,7/31/2022
AB Total Return Bond Z,ABQZX,US01881M4832,F00000T8SN,Fixed Income,6.26,,,30.80,7/31/2022
AB Value A,ABVAX,US0189151089,FOUSA02T4U,Equity,,,,114.70,7/31/2022
AB Value Advisor,ABVYX,US0189154059,FOUSA04ARE,Equity,,,,114.82,7/31/2022
AB Value C,ABVCX,US0189153069,FOUSA02T33,Equity,,,,114.56,7/31/2022
AB Value I,ABVIX,US0189157029,FOUSA05BKC,Equity,,,,114.87,7/31/2022
AB Value K,ABVKX,US0189156039,FOUSA05BKB,Equity,,,,114.73,7/31/2022
AB Value R,ABVRX,US0189155049,FOUSA058RF,Equity,,,,114.55,7/31/2022
AB Wealth Appreciation Strategy A,AWAAX,US01877F6907,FOUSA0564O,Equity,,,,96.15,7/31/2022
AB Wealth Appreciation Strategy Advisor,AWAYX,US01877F6667,FOUSA05657,Equity,,,,96.13,7/31/2022
AB Wealth Appreciation Strategy C,AWACX,US01877F6741,FOUSA0564R,Equity,,,,96.02,7/31/2022
AB Wealth Appreciation Strategy K,AWAKX,US01877F4506,FOUSA05BKM,Equity,,,,96.08,7/31/2022
AB Wealth Appreciation Strategy R,AWARX,US01877F5263,FOUSA058RS,Equity,,,,96.12,7/31/2022
Abbey Capital Futures Strategy A,ABYAX,US74925K3757,F00000T6P2,Alternative,,0.25,,,
Abbey Capital Futures Strategy C,ABYCX,US74925K3591,F00000T6P3,Alternative,,0.25,,,
Abbey Capital Futures Strategy I,ABYIX,US74925K3674,F00000T6P4,Alternative,,0.25,,,
Abbey Capital Multi Asset A,MAFAX,US74933W7002,F00000ZZME,Alternative,,0.26,,,
Abbey Capital Multi Asset C,MAFCX,US74933W8091,F00000ZZMF,Alternative,,0.26,,,
Abbey Capital Multi Asset I,MAFIX,US74933W8828,F00000ZZMG,Alternative,,0.26,,70.84,7/31/2022
ABR 50/50 Volatility Instl,ABRSX,US34984Y6582,F00000ZAXK,Equity,,,,215.44,7/31/2022
ABR 50/50 Volatility Investor,ABRJX,US34984Y6418,F00000ZAXL,Equity,,,,214.72,7/31/2022
ABR 75/25 Volatility Institutional,VOLSX,US34984Y6178,F0000157A1,Equity,,,,,
ABR 75/25 Volatility Investor,VOLJX,US34984Y5915,F0000157A2,Equity,,,,,
ABR Dynamic Blend Equity & Volatil Instl,ABRVX,US34984Y7812,F00000VTQY,Equity,,,,116.47,7/31/2022
ABR Dynamic Blend Equity & Volatil Inv,ABRTX,US34984Y7739,F00000VTQZ,Equity,,,,116.11,7/31/2022
Abraham Fortress I,FORTX,US46141T1667,F00001B0CC,Allocation,,1.45,,48.29,6/30/2022
Abraham Fortress K,FORKX,US46141T1584,F00001B0CE,Allocation,,1.45,,48.01,6/30/2022
abrdn China A Share Equity A,GOPAX,US0030191060,FOUSA05ANA,Equity,,,,166.62,7/31/2022
abrdn China A Share Equity C,GOPCX,US0030193041,FOUSA05AN7,Equity,,,,166.40,7/31/2022
abrdn China A Share Equity I/S,GOPSX,US0030196010,FOUSA05AN9,Equity,,,,166.59,7/31/2022
abrdn China A Share Equity Inst,GOPIX,US0030195020,FOUSA05AN8,Equity,,,,166.67,7/31/2022
abrdn China A Share Equity R,GOPRX,US0030194031,FOUSA05AN5,Equity,,,,166.59,7/31/2022
abrdn Dynamic Dividend A,ADAVX,US0030224234,F00000NB2X,Equity,,,,105.45,7/31/2022
abrdn Dynamic Dividend Instl,ADVDX,US0030224317,FOUSA05888,Equity,,,,105.04,7/31/2022
abrdn Emerging Markets A,GEGAX,US0030212502,F00000OA7J,Equity,,,,152.27,7/31/2022
abrdn Emerging Markets C,GEGCX,US0030212437,F00000OA7K,Equity,,,,152.33,7/31/2022
abrdn Emerging Markets Debt A,AKFAX,US0030211512,F00000OLMQ,Fixed Income,6.50,,,80.11,7/31/2022
abrdn Emerging Markets Debt C,AKFCX,US0030211447,F00000OLMR,Fixed Income,6.50,,,79.78,7/31/2022
abrdn Emerging Markets Debt Instl,AKFIX,US0030211280,F00000OLMT,Fixed Income,6.50,,,80.14,7/31/2022
abrdn Emerging Markets Debt Instl Sev,AKFSX,US0030211108,F00000OLMU,Fixed Income,6.50,,,80.09,7/31/2022
abrdn Emerging Markets Debt R,AKFRX,US0030211363,F00000OLMS,Fixed Income,6.50,,,79.93,7/31/2022
abrdn Emerging Markets ex-China A,GLLAX,US0030203105,FOUSA00AR4,Equity,,,,100.82,7/31/2022
abrdn Emerging Markets ex-China C,GLLCX,US0030202867,FOUSA02SVX,Equity,,,,100.94,7/31/2022
abrdn Emerging Markets ex-China Instl,GWLIX,US0030202602,FOUSA05B0D,Equity,,,,100.95,7/31/2022
abrdn Emerging Markets ex-China InstlSvc,GLLSX,US0030202529,FOUSA00AUH,Equity,,,,100.72,7/31/2022
abrdn Emerging Markets ex-China R,GWLRX,US0030202784,FOUSA05BWG,Equity,,,,100.79,7/31/2022
abrdn Emerging Markets Instl,ABEMX,US0030217147,FOUSA05LLM,Equity,,,,152.28,7/31/2022
abrdn Emerging Markets Instl Svc,AEMSX,US0030216560,F0000040K2,Equity,,,,152.19,7/31/2022
abrdn Emerging Markets R,GEMRX,US0030212353,F00000OA7L,Equity,,,,152.69,7/31/2022
abrdn Emerging Mkts Sust Ldrs A,GIGAX,US0030194452,FOUSA00AWE,Equity,,,,108.29,7/31/2022
abrdn Emerging Mkts Sust Ldrs C,GIGCX,US0030194296,FOUSA02SVQ,Equity,,,,108.00,7/31/2022
abrdn Emerging Mkts Sust Ldrs Instl,GIGIX,US0030193959,FOUSA05B06,Equity,,,,108.32,7/31/2022
abrdn Emerging Mkts Sust Ldrs R,GIRRX,US0030194114,FOUSA05BWR,Equity,,,,108.26,7/31/2022
abrdn Emerging Mkts SustLdrs InstlSvc,GIGSX,US0030193876,FOUSA00APA,Equity,,,,108.20,7/31/2022
abrdn Global Abs Rt Strats A,CUGAX,US0030217550,FOUSA02U4Y,Alternative,,0.77,,21.66,7/31/2022
abrdn Global Abs Rt Strats C,CGBCX,US0030217485,FOUSA05GQL,Alternative,,0.77,,21.49,7/31/2022
abrdn Global Abs Rt Strats Instl,AGCIX,US0030217303,FOUSA08PIE,Alternative,,0.77,,21.51,7/31/2022
abrdn Global Abs Rt Strats Instl Svc,CGFIX,US0030217220,FOUSA00BV4,Alternative,,0.77,,21.46,7/31/2022
abrdn Global Equity Impact A,JETAX,US04315J8457,FOUSA05BXY,Equity,,,,107.36,7/31/2022
abrdn Global Equity Impact Instl,JETIX,US04315J8374,FOUSA05BYA,Equity,,,,107.16,7/31/2022
abrdn Global High Income A,BJBHX,US04315J8788,FOUSA04ANJ,Fixed Income,3.86,4.52,,62.85,7/31/2022
abrdn Global High Income I,JHYIX,US04315J8606,FOUSA04ANK,Fixed Income,3.86,4.52,,63.22,7/31/2022
abrdn Global Infrastructure A,AIAFX,US0030223996,F00000NATN,Equity,,,,106.56,7/31/2022
abrdn Global Infrastructure Instl,AIFRX,US0030224150,FOUSA08646,Equity,,,,106.66,7/31/2022
abrdn International Small Cp A,WVCCX,US0030218210,FOUSA00J7M,Equity,,,,124.30,7/31/2022
abrdn International Small Cp C,CPVCX,US0030217972,FOUSA02TFZ,Equity,,,,124.22,7/31/2022
abrdn International Small Cp Inst,ABNIX,US0030217899,FOUSA08PIJ,Equity,,,,124.44,7/31/2022
abrdn International Small Cp R,WPVAX,US0030218137,FOUSA00GB6,Equity,,,,124.36,7/31/2022
abrdn International Sust Ldrs A,BJBIX,US04315J4076,FOUSA00CCL,Equity,,,,117.56,7/31/2022
abrdn International Sust Ldrs I,JIEIX,US04315J5065,FOUSA00IM9,Equity,,,,117.60,7/31/2022
abrdn Intmdt Muncpl Inc A,NTFAX,US0030201612,FOUSA00HR3,Fixed Income,4.07,5.01,,20.79,7/31/2022
abrdn Intmdt Muncpl Inc C,GTICX,US0030201463,FOUSA02SW6,Fixed Income,4.07,5.01,,20.92,7/31/2022
abrdn Intmdt Muncpl Inc Instl,ABEIX,US0030222097,FOUSA00E38,Fixed Income,4.07,5.01,,20.69,7/31/2022
abrdn Intmdt Muncpl Inc Instl Svc,ABESX,US0030223087,F00000P9FE,Fixed Income,4.07,5.01,,20.57,7/31/2022
abrdn Realty Income & Growth A,AIAGX,US0030223574,F00000NAT6,Equity,,,,108.52,7/31/2022
abrdn Realty Income & Growth Instl,AIGYX,US0030223657,FOUSA00IPS,Equity,,,,108.66,7/31/2022
abrdn Short Dur Hi Yld Muncpl A,AAHMX,US0030223327,F00000PGFR,Fixed Income,3.15,3.96,,17.36,7/31/2022
abrdn Short Dur Hi Yld Muncpl Instl,AHYMX,US0030223400,F00000PGFS,Fixed Income,3.15,3.96,,17.33,7/31/2022
abrdn Short Duration Hi Yld Muncpl C,ACHMX,US0030222824,F000015W2W,Fixed Income,3.15,3.96,,,
abrdn Ultra Short Municipal Inc A,ATOAX,US0030223160,FOUSA05767,Fixed Income,0.12,0.13,,0.00,7/31/2022
abrdn Ultra Short Municipal Inc Instl,ATOIX,US0030223244,FOUSA02W5U,Fixed Income,0.12,0.13,,0.00,7/31/2022
abrdn Ultra Short Municipal Income A1,ATOBX,US0030222907,F000011RGK,Fixed Income,0.12,0.13,,0.00,7/31/2022
abrdn US Small Cap Equity A,GSXAX,US0030207163,FOUSA00FYL,Equity,,,,122.07,7/31/2022
abrdn US Small Cap Equity C,GSXCX,US0030206827,FOUSA02SVV,Equity,,,,122.08,7/31/2022
abrdn US Small Cap Equity Inst,GSCIX,US0030206660,FOUSA05B0A,Equity,,,,122.07,7/31/2022
abrdn US Small Cap Equity Inst Svc,GSXIX,US0030206587,FOUSA00PE6,Equity,,,,122.07,7/31/2022
abrdn US Small Cap Equity R,GNSRX,US0030206744,FOUSA05GRQ,Equity,,,,122.07,7/31/2022
abrdn US Sust Ldrs Smlr Coms A,MLSAX,US0030203774,FOUSA04AX7,Equity,,,,109.49,7/31/2022
abrdn US Sust Ldrs Smlr Coms Instl,GGUIX,US0030203360,FOUSA05B0C,Equity,,,,109.89,7/31/2022
abrdn US Sust Ldrs Smlr Coms InstlSvc,AELSX,US0030203287,FOUSA06PL5,Equity,,,,109.48,7/31/2022
abrdn US Sust Ldrs Smlr Coms R,GLSRX,US0030203444,FOUSA00HXP,Equity,,,,109.54,7/31/2022
abrdn US Sustainable Leaders A,GXXAX,US0030214250,FOUSA00LBE,Equity,,,,102.07,7/31/2022
abrdn US Sustainable Leaders C,GXXCX,US0030214177,FOUSA02SW1,Equity,,,,102.06,7/31/2022
abrdn US Sustainable Leaders Instl,GGLIX,US0030213831,FOUSA05B0B,Equity,,,,102.12,7/31/2022
abrdn US Sustainable Leaders InstlSvc,GXXIX,US0030213757,FOUSA00LBP,Equity,,,,102.28,7/31/2022
Absolute Capital Asset Allocator A,AAMAX,US66538G3535,F00000W520,Allocation,0.47,0.44,,58.92,7/31/2022
Absolute Capital Asset Allocator Instl,AAMIX,US66538G3469,F00000W521,Allocation,0.47,0.44,,58.97,7/31/2022
Absolute Capital Asset Allocator Inv,AAMCX,US66538G3386,F00000W522,Allocation,0.47,0.44,,59.03,7/31/2022
Absolute Capital Defender A,ACMAX,US66538G3204,F00000W523,Allocation,0.48,0.45,,48.80,7/31/2022
Absolute Capital Defender Institutional,ACMIX,US66538G3121,F00000W524,Allocation,0.48,0.45,,48.87,7/31/2022
Absolute Capital Defender Investor,ACMDX,US66538G2966,F00000W525,Allocation,0.48,0.45,,48.48,7/31/2022
Absolute Capital Opportunities Instl,CAPOX,US34985A7090,F00000VTPX,Alternative,,,,,
Absolute Convertible Arbitrage Instl,ARBIX,US34984T2877,F00000YF4H,Alternative,,,,15.53,7/31/2022
Absolute Convertible Arbitrage Inv,ARBOX,US34984T2539,F000016A0J,Alternative,,,,,
Absolute Flexible Instl,FLXIX,US34985D1090,F00001DO26,Convertibles,,,,,
Absolute Strategies I,ASFIX,US34984T6001,FOUSA05GLT,Alternative,,,,,
Acadian Emerging Markets I,AEMZX,US00769G1884,F00000XOT1,Equity,,,,138.80,7/31/2022
Acadian Emerging Markets Investor,AEMGX,US00758M1624,FOUSA00B60,Equity,,,,138.85,7/31/2022
Acadian Emerging Markets Y,AEMVX,US00769G1967,F00000XOT0,Equity,,,,138.97,7/31/2022
Access Capital Community Investment A,ACASX,US74926P7794,FOUSA08MZX,Fixed Income,5.64,5.48,6.45,14.73,7/31/2022
Access Capital Community Investment I,ACCSX,US74926P7612,FOUSA06B5C,Fixed Income,5.64,5.48,6.45,14.70,7/31/2022
Access Capital Community Investment IS,ACATX,US74933U8788,F000011TAY,Fixed Income,5.64,5.48,6.45,14.61,7/31/2022
Access Flex Bear High Yield ProFund Inv,AFBIX,US74318X7113,FOUSA05GR5,Miscellaneous,,,,,
Access Flex Bear High Yield ProFund Svc,AFBSX,US74318X6792,FOUSA05GR6,Miscellaneous,,,,,
Access Flex High Yield ProFund Inv,FYAIX,US74318X6958,FOUSA05GR9,Fixed Income,,,,40.63,7/31/2022
Access Flex High Yield ProFund Svc,FYASX,US74318X6610,FOUSA05GRA,Fixed Income,,,,40.59,7/31/2022
Acclivity Mid Cap Multi-Style I,AXMIX,US66538F3304,F000010Z6Q,Equity,,,,122.65,7/31/2022
Acclivity Mid Cap Multi-Style N,AXMNX,US66538F3221,F000010Z6P,Equity,,,,122.65,7/31/2022
Acclivity Small Cap Value I,AXVIX,US66538F3635,F000010Z6U,Equity,,,,163.47,7/31/2022
Acclivity Small Cap Value N,AXVNX,US66538F3551,F000010Z6T,Equity,,,,163.37,7/31/2022
ACM Dynamic Opportunity A,ADOAX,US66538G6686,F00000UKH9,Equity,,,,66.50,7/31/2022
ACM Dynamic Opportunity I,ADOIX,US66538G6504,F00000UKHA,Equity,,,,66.42,7/31/2022
ACM Tactical Income A,TINAX,US66538R7715,F000011CYH,Fixed Income,5.27,,5.23,20.10,7/31/2022
ACM Tactical Income I,TINIX,US66538R7632,F000011CYG,Fixed Income,5.27,,5.23,20.34,7/31/2022
ACR International Quality Return(IQR) I,IQRIX,US46141T6534,F00000XWO8,Equity,,,,141.31,7/31/2022
ACR Multi-Strategy Quality Ret (MQR) I,MQRIX,US46141T8027,F00000ULLZ,Allocation,,,,140.88,7/31/2022
Acuitas US Microcap Institutional,AFMCX,US34984Y8075,F00000T6OX,Equity,,,,160.59,7/31/2022
Adara Smaller Companies,,US74925K3427,F00000U37N,Equity,,,,139.82,7/31/2022
Adirondack Small Cap,ADKSX,US00688P1030,FOUSA05IKM,Equity,,,,165.59,7/31/2022
Adler Value Institutional,ADLVX,US90386H5458,F000010IMN,Equity,,,,128.04,7/31/2022
Advisors Capital Small/Mid Cap,ACSMX,US6401938500,F000015UG3,Equity,,,,,
Advisors Capital Tactical Fixed Inc,ACTIX,US6401938435,F000015UG4,Fixed Income,3.76,,3.77,,
Advisors Capital US Dividend,ACUSX,US6401938682,F000015UG5,Equity,,,,,
Aegis Value I,AVALX,US00761L1026,FOUSA008PS,Equity,,,,203.85,7/31/2022
AGF Emerging Markets Equity I,AGQIX,US00110G8794,F000014B3I,Equity,,,,143.62,7/31/2022
AGF Emerging Markets Equity R6,AGQRX,US00110G8612,F000014B3J,Equity,,,,143.62,7/31/2022
AGF Global Sustainable Equity I,AGPIX,US00110G8042,F00000Z3P7,Equity,,,,114.44,7/31/2022
AGF Global Sustainable Equity R6,AGPRX,US00110G7051,F00000Z3P8,Equity,,,,114.44,7/31/2022
Akre Focus Instl,AKRIX,US7429351254,F000003Y6K,Equity,,,,97.72,7/31/2022
Akre Focus Retail,AKREX,US7429351171,F000003Y6H,Equity,,,,97.74,7/31/2022
Akre Focus Supra Institutional,AKRSX,US74316P7511,F00000VZYS,Equity,,,,97.77,7/31/2022
Al Frank Adv,VALAX,US66538A3499,FOUSA05HUW,Equity,,,,116.38,7/31/2022
Alger 35 Z,ATVPX,US0155651872,F000010093,Equity,,,,122.35,7/31/2022
Alger Balanced I-2,ABLOX,US0155442082,FVUSA00005,Allocation,,2.11,,59.35,7/31/2022
Alger Capital Appreciation A,ACAAX,US0155658497,FOUSA00J53,Equity,,,,115.95,7/31/2022
Alger Capital Appreciation C,ALCCX,US0155657812,FOUSA00H9V,Equity,,,,115.86,7/31/2022
Alger Capital Appreciation Instl I,ALARX,US0155704010,FOUSA00CFM,Equity,,,,116.09,7/31/2022
Alger Capital Appreciation Instl R,ACARX,US0155708722,FOUSA04ANE,Equity,,,,116.08,7/31/2022
