Name,SecId,Morningstar Category,Base Currency,Cat#,#Months,US Equity,DM ex-US Equity,EM Equity,US Bond,Non-US Bond, Cash,#N/A,#N/A,R^2,Beta,Idiosyncratic Risk (Standard Error of Regression),Equity,Base Risk Score,Base Alignment Score,Global Tilt,US Equity,DM ex-US Equity,EM Equity,US Bond,Non-US Bond, Cash,#N/A,#N/A,US Equity,DM ex-US Equity,EM Equity,US Bond,Non-US Bond, Cash,#N/A,#N/A,Std of Returns,Std of RBSA Benchmark,Ratio of SDs,Risk Score,Active Risk (Alignment Score),Misfit Risk,Residual Risk,Asset Allocation Risk,Blended Benchmark Risk,Cov
USAA Cornerstone Conservative,F00000O8IN,US Fund Allocation--15% to 30% Equity,US Dollar,1,48,0.116376752,0.080558381,0.098362953,0.2684541,0.436247696,1.18E-07,0,0,0.942402401,1.010322307,0.411503073,29.52980858,32.13563234,57.2625849,0,0.23831987,0.072024302,0.011012151,0.515667979,0.108481773,0.054493924,0,0,9.837126583,0.057527828,14.01623429,-0.868603144,4.672644593,-0.023972051,0,0,1.5572886,1.501936419,1.036853878,33.31995502,4.505137961,2.178588108,2.326549852,30.99340516,30.99340516,-1.089294054
Vanguard LifeStrategy Income Inv,FOUSA00BCR,US Fund Allocation--15% to 30% Equity,US Dollar,1,48,0.112827762,0.058283625,0.029449858,0.548548416,0.250890301,3.77E-08,0,0,0.994734575,1.025733609,0.100222327,20.05612452,22.36170977,21.02885841,0,0.173924409,0.049692688,0,0.586373723,0.124231721,0.065777459,0,0,10.83055405,-0.700056705,2.046030739,-0.923799096,5.091536751,-0.091945633,0,0,1.152607723,1.148242156,1.003801957,22.44672802,0.747173375,0.577458872,0.169714503,22.27701352,22.27701352,-0.288729436
Voya Retirement Conservative Port I,FOUSA06KV6,US Fund Allocation--15% to 30% Equity,US Dollar,1,48,0.221660523,0.047182643,0.022652405,0.668284423,0.0059478,0.034272205,0,0,0.995479549,0.999276357,0.114603599,29.14955716,30.22274463,15.69280277,0,0.225749465,0.067651988,0.008825994,0.530424541,0.111761009,0.055587003,0,0,0.452538389,1.811832537,0.041525661,6.423285582,-1.376341862,-0.029469795,0,0,1.433364938,1.428776071,1.003211747,30.31981244,0.363424322,0.169599466,0.193824857,30.12598758,30.12598758,-0.084799733
Voya Solution Conservative Port I,F000005Q7C,US Fund Allocation--15% to 30% Equity,US Dollar,1,48,0.182273167,0.083590357,0.086088347,0.235567805,0.412480162,1.62E-07,0,0,0.949476944,0.998439639,0.434921998,35.1951871,36.39933648,53.53601418,0,0.266338497,0.081769912,0.015884956,0.482776547,0.101172566,0.052057522,0,0,4.024434709,0.027049664,10.21577068,0.57401159,3.36611445,-0.004057902,0,0,1.72602618,1.670332071,1.033343135,37.61300449,3.618556326,1.230382039,2.388174287,35.2248302,35.2248302,-0.61519102
1290 DoubleLine Dynamic Allocation I,F00000WK3Q,US Fund Allocation--30% to 50% Equity,US Dollar,2,48,0.45527257,0.072022887,0.003962081,0.388549111,0.074345785,0.005847566,0,0,0.970604774,0.99976786,0.48716098,53.12575376,52.95646125,50.23492566,0,0.409847267,0.096478231,0.023239115,0.357826541,0.059369732,0.053239115,0,0,0.300408142,0.960281662,1.5486325,0.101022441,0.06900451,0.012385144,0,0,2.406094684,2.35626098,1.021149484,54.07646307,2.357188856,0.140382073,2.216806783,51.85965629,51.85965629,-0.070191036
AB All Market Income Advisor,F00000U3AZ,US Fund Allocation--30% to 50% Equity,US Dollar,2,48,0.15485569,0.366655966,0.11027433,3.89E-11,0.368214013,3.10E-11,0,0,0.809938493,1.06558891,1.587261423,63.17859873,70.72436774,178.5671096,0,0.520961576,0.145961576,0.040320525,0.213076848,0.03387179,0.045807685,0,0,20.52585648,9.661563871,6.45867276,-1.878237401,2.739206844,-0.029699534,0,0,3.516116555,3.137463435,1.12068766,79.25992619,20.44231496,4.290398498,16.15191646,63.10800972,63.10800972,-2.145199249
AB Tax-Managed All Market Income A,FOUSA00CWX,US Fund Allocation--30% to 50% Equity,US Dollar,2,48,0.133693357,0.363058912,0.024572513,3.46E-20,0.478675218,1.96E-20,0,0,0.813850605,1.084558446,1.348057804,52.13247823,58.07189392,152.1377643,0,0.457165019,0.099035947,0.024517973,0.319460796,0.045302292,0.054517973,0,0,16.72910048,13.6938214,0.100468603,-1.969688679,4.165908358,-0.030153315,0,0,2.907645567,2.576265301,1.12862816,65.54157481,17.94353472,3.855481948,14.08805277,51.45352204,51.45352204,-1.927740974
Allspring Moderate Balanced Admin,FOUSA00DWG,US Fund Allocation--30% to 50% Equity,US Dollar,2,48,0.323638861,0.067576926,0.069715633,0.375407501,0.100697234,0.062963844,0,0,0.968122687,0.999336893,0.432935221,46.09314206,46.89598869,46.32593471,0,0.353787895,0.093447994,0.021723997,0.403280085,0.076036031,0.051723997,0,0,0.597823405,-0.228132548,5.511893281,-0.043338366,0.025376208,0.002706947,0,0,2.144264189,2.100103809,1.021027713,47.88210409,2.234935648,0.283013559,1.95192209,45.930182,45.930182,-0.141506779
Allspring Spectrum Cnsrv Gr C,FOUSA059CY,US Fund Allocation--30% to 50% Equity,US Dollar,2,48,0.321039729,0.034242069,0.035697832,0.446048917,6.75E-17,0.162971453,0,0,0.957404266,0.998999621,0.437903275,39.09796297,38.99370845,45.87807387,0,0.283387227,0.087699905,0.018849953,0.462762821,0.096725071,0.050575024,0,0,1.147505245,0.737810554,0.380257656,0.313050937,1.518276112,-0.016413608,0,0,1.828891141,1.775692408,1.02995943,40.16193775,2.527256364,0.224779194,2.302477169,37.85946058,37.85946058,-0.112389597
American Century One Choice Cnsrv Inv,FOUSA05BYO,US Fund Allocation--30% to 50% Equity,US Dollar,2,48,0.29903899,0.171605725,0.027927415,0.342401206,0.156060541,0.002966123,0,0,0.989718847,0.998724159,0.260514148,49.85721299,50.11388285,32.54680669,0,0.383553416,0.095056941,0.022528471,0.379145879,0.067186822,0.052528471,0,0,4.856322583,5.836194917,0.515949209,-0.569233829,1.084877024,-0.029616645,0,0,2.250544574,2.235415679,1.006767822,50.45304468,1.055185734,0.379142033,0.676043701,49.77700098,49.77700098,-0.189571016
American Century Strat Allc: Cnsrv Inv,FOUSA00IX1,US Fund Allocation--30% to 50% Equity,US Dollar,2,48,0.31816171,0.156021396,0.036181024,0.268782023,0.160519996,0.06033385,0,0,0.983990011,0.998797078,0.331102753,51.03641307,51.13574369,37.457311,0,0.393005629,0.095567872,0.022783936,0.371481922,0.064376705,0.052783936,0,0,2.289381219,4.077845178,1.400422591,0.301425185,0.118056089,0.002454305,0,0,2.302655977,2.278726731,1.010501148,51.67272768,1.367339831,0.298952191,1.06838764,50.60434004,50.60434004,-0.149476095
American Fds TaxAwr Cnsrv Gr&Inc Port F2,F00000NLYW,US Fund Allocation--30% to 50% Equity,US Dollar,2,48,0.180963335,0.271153856,0.016513711,5.77E-08,0.422558851,0.108810188,0,0,0.941464173,0.998809899,0.585712355,46.86309028,46.78061527,72.33987934,0,0.352720691,0.093390308,0.021695154,0.404145385,0.076353308,0.051695154,0,0,6.633593436,12.5391521,-0.310522847,6.628184776,-0.584521111,0.0107783,0,0,2.175610219,2.095285389,1.038335985,48.57399625,5.370283524,1.849734267,3.520549257,45.05344699,45.05344699,-0.924867133
American Funds Cnsrv Gr & Inc R-5,F00000NLZK,US Fund Allocation--30% to 50% Equity,US Dollar,2,48,0.225848785,0.253708046,0.020579431,3.62E-10,0.202959176,0.296904562,0,0,0.958545513,0.999624046,0.51183841,50.01362615,49.87925322,66.39515808,0,0.381383092,0.094939627,0.022469813,0.380905601,0.067832054,0.052469813,0,0,3.653430818,13.17205199,-0.144797778,12.80650432,-2.631480117,0.081969425,0,0,2.283593121,2.225492976,1.026106641,51.18143297,4.326610573,1.755381697,2.571228876,48.61020409,48.61020409,-0.877690849
American Funds College 2027 529F1,F00000O4T9,US Fund Allocation--30% to 50% Equity,US Dollar,2,48,0.172653505,0.119058059,0.020123591,0.341406326,0.030157931,0.316600588,0,0,0.954306897,1.000658982,0.35360843,31.18351549,30.12208528,44.39421855,0,0.225087989,0.067421909,0.008710955,0.531201056,0.111933568,0.055644523,0,0,-2.734037934,5.675318827,1.57974459,8.708009442,2.981872612,0.01772414,0,0,1.468192922,1.424974223,1.030329461,31.03567188,2.837577494,1.037297232,1.800280262,29.23539162,29.23539162,-0.518648616
American Funds Retire Inc Port-Cnsrv R5,F00000VRGZ,US Fund Allocation--30% to 50% Equity,US Dollar,2,48,0.149175166,0.176565485,0.010397958,0.38000905,6.34E-05,0.283788986,0,0,0.957021348,0.998780141,0.364794975,33.61386091,33.16111745,46.38057896,0,0.245058772,0.074368268,0.012184134,0.507757094,0.106723799,0.053907933,0,0,-0.340194572,10.95869392,-0.189573432,4.013664044,3.119937049,0.126005308,0,0,1.584384184,1.541816419,1.027608842,34.07665749,2.920171265,1.113689069,1.806482196,32.2701753,32.2701753,-0.556844534
BlackRock 40/60 Target Allocation Instl,FOUSA060AB,US Fund Allocation--30% to 50% Equity,US Dollar,2,48,0.279887569,0.099382927,0.058880048,0.470263453,4.42E-10,0.091586004,0,0,0.981190662,0.998976369,0.313414708,43.81505432,44.74965599,35.99235237,0,0.333934318,0.092374828,0.021187414,0.41937758,0.081938446,0.051187414,0,0,2.244675101,0.246873441,5.49254448,0.396369785,0.287928481,0.032391486,0,0,2.035158736,2.010880976,1.012073196,45.28992734,1.416529134,0.342431419,1.074097715,44.21582963,44.21582963,-0.171215709
BlackRock Multi-Asset Income Instl,FOUSA06P2Z,US Fund Allocation--30% to 50% Equity,US Dollar,2,48,0.18003677,0.168389227,0.087249515,1.03E-10,0.564324451,3.68E-08,0,0,0.916432369,1.007402283,0.677241014,43.56755119,45.16140437,81.05649913,0,0.33774299,0.092580702,0.021290351,0.416289467,0.080806138,0.051290351,0,0,7.587213445,2.65456937,7.618007538,2.21038837,4.408392876,-0.006725911,0,0,2.138023134,2.027926904,1.054290038,47.61321875,6.843502441,2.06612841,4.777374031,42.83584472,42.83584472,-1.033064205
Calvert Conservative Allocation A,FOUSA05BZB,US Fund Allocation--30% to 50% Equity,US Dollar,2,48,0.235873775,0.101404977,0.073881862,0.294857521,0.293981831,3.31E-08,0,0,0.967338452,1.007027952,0.398279447,41.11606148,42.44439521,46.87526235,0,0.312610656,0.091222198,0.020611099,0.436667036,0.088277913,0.050611099,0,0,3.576742802,0.252714739,7.472402011,-0.743843646,2.490480181,-0.013368188,0,0,1.957077458,1.916122558,1.021373841,43.35159499,2.487003944,0.691588972,1.795414972,41.55618001,41.55618001,-0.345794486
Catalyst/SMH Total Return Income A,FOUSA06R8F,US Fund Allocation--30% to 50% Equity,US Dollar,2,48,0.396158528,0.306126467,0.21569156,7.58E-09,0.082023438,1.46E-10,0,0,0.805278004,1.01847833,2.217683597,91.79765545,97.93040903,238.521076,0,0.72521438,0.201154354,0.052935356,0.027587637,0.003448455,-0.010340181,0,0,12.19692715,3.164350545,16.9085738,-0.201030823,0.254679472,0.005292182,0,0,4.882119608,4.349364474,1.12249034,109.9259381,26.2383711,3.556309843,22.68206125,87.24387688,87.24387688,-1.778154922
Columbia Capital Alloc Mod Cnsrv Inst,FOUSA00IK2,US Fund Allocation--30% to 50% Equity,US Dollar,2,48,0.260785383,0.131842415,0.044128549,0.309989872,0.224745518,0.028508262,0,0,0.982814051,0.999329294,0.299445767,43.67563469,43.99352966,34.42758528,0,0.326940149,0.091996765,0.020998382,0.425048528,0.084017793,0.050998382,0,0,2.504258908,2.097730009,2.793492529,-0.036010907,1.028020676,-0.005231712,0,0,2.002189595,1.979670529,1.011375158,44.49396301,1.315539264,0.320301044,0.995238221,43.49872479,43.49872479,-0.160150522
Columbia Capital Allocation Mod A,FOUSA056OU,US Fund Allocation--30% to 50% Equity,US Dollar,2,48,0.375005141,0.158151348,0.084108056,0.196964895,0.185770518,4.23E-08,0,0,0.985877876,1.002292617,0.370970724,61.72645444,62.8886923,48.01297065,0,0.48738011,0.11238011,0.029126703,0.28023978,0.038349319,0.052523978,0,0,5.892331051,2.82493406,9.993315873,-1.020635084,1.689161027,-0.029073886,0,0,2.812269268,2.787694236,1.00881554,63.44309011,1.849216164,0.745265152,1.103951012,62.3391391,62.3391391,-0.372632576
DWS Multi-Asset Conservative Allc S,FOUSA00J2P,US Fund Allocation--30% to 50% Equity,US Dollar,2,48,0.266808333,0.156567961,0.074341052,0.228976116,0.273306282,2.58E-07,0,0,0.976925016,1.002983512,0.38944925,49.77173452,51.01029913,50.58607815,0,0.391845267,0.09550515,0.022752575,0.372422757,0.064721677,0.052752575,0,0,7.409921272,3.542577832,8.426944022,-1.184505772,2.435009312,-0.026568099,0,0,2.306518087,2.273401629,1.014566919,51.75336204,2.489355146,1.013898059,1.475457087,50.27790495,50.27790495,-0.50694903
E-Valuator Cnsrv/Mod(30%-50%)RMS Service,F00000WYVN,US Fund Allocation--30% to 50% Equity,US Dollar,2,48,0.324720553,0.103567846,0.171182051,2.43E-08,0.400529525,2.47E-12,0,0,0.92090623,1.024137807,0.894539699,59.94704503,64.32381788,106.8337251,0,0.493530648,0.118530648,0.031176883,0.267938704,0.037529247,0.05129387,0,0,7.896434867,-0.204827985,22.01918375,-1.170605429,3.410980708,-0.019001316,0,0,2.988460359,2.85143719,1.048054073,67.4148393,8.615435759,2.5751186,6.040317159,61.37452214,61.37452214,-1.2875593
Fairholme Allocation,F00000JYFJ,US Fund Allocation--30% to 50% Equity,US Dollar,2,48,3.22E-10,0.62773977,0.106860901,0.059837924,7.66E-08,0.205561329,0,0,0.512894087,0.997232674,3.413511265,73.46006708,79.87670629,363.4300785,0,0.571390357,0.177376706,0.05,0.136778585,0.026038823,0.038415529,0,0,28.77413065,11.8814387,2.37188971,-0.30634719,-0.004993796,0.100454724,0,0,4.923002301,3.547378257,1.387786118,110.8517842,60.41215748,7.117301763,53.29485571,57.55692844,57.55692844,-3.558650882
Federated Hermes Capital Income A,FOUSA00ELT,US Fund Allocation--30% to 50% Equity,US Dollar,2,48,0.315236949,0.204219789,0.071153976,1.52E-07,0.145316079,0.264073056,0,0,0.961888639,0.999461476,0.575956246,59.06107138,59.81327934,70.90770644,0,0.473272834,0.09990664,0.02495332,0.306400405,0.040513482,0.05495332,0,0,4.996048679,7.326746161,6.222474318,6.959264137,-1.476989689,0.097434427,0,0,2.713612048,2.651785201,1.023315179,61.20783668,4.179250359,1.421909242,2.757341117,58.45049556,58.45049556,-0.710954621
Federated Hermes Muni and Stock Adv A,FOUSA057RY,US Fund Allocation--30% to 50% Equity,US Dollar,2,48,0.234531933,0.218094958,0.024705162,5.87E-09,0.235523496,0.287144446,0,0,0.946912605,0.998132777,0.558455543,47.73320527,47.27118574,67.47835372,0,0.357258468,0.093635593,0.021817796,0.400466107,0.075004239,0.051817796,0,0,1.093995391,8.78178431,0.201624124,14.20893507,-3.053564328,0.027410445,0,0,2.188250531,2.115790111,1.034247452,48.89010341,4.648960196,1.464732739,3.184227457,45.70587595,45.70587595,-0.73236637
Fidelity Asset Manager? 30%,FOUSA06LCD,US Fund Allocation--30% to 50% Equity,US Dollar,2,48,0.222253147,0.077738442,0.068214279,0.399663049,0.151347391,0.080783692,0,0,0.976863564,0.998105282,0.299085517,36.82058678,37.62817207,35.76027518,0,0.274413702,0.084578679,0.01728934,0.473296958,0.099065991,0.05135533,0,0,1.803189847,-0.218611826,8.956130556,0.247488619,-0.053947122,0.011635273,0,0,1.745808321,1.719998415,1.015005773,38.19281189,1.602471152,0.481539115,1.120932037,37.07187985,37.07187985,-0.240769558
Fidelity Asset Manager? 40%,FOUSA06LCJ,US Fund Allocation--30% to 50% Equity,US Dollar,2,48,0.297171359,0.092811106,0.076095484,0.381808946,0.125718176,0.02639493,0,0,0.982781833,0.998665469,0.31782826,46.60779486,47.71662012,38.83442691,0,0.361378736,0.09385831,0.021929155,0.397125349,0.073779295,0.051929155,0,0,3.309127244,-0.033403501,9.328169094,-0.198952359,0.432417408,-0.014593997,0,0,2.157978721,2.134445445,1.011025476,48.24271854,1.562324554,0.515864929,1.046459625,47.19625892,47.19625892,-0.257932464
Franklin Conservative Allocation A,FOUSA00J5Z,US Fund Allocation--30% to 50% Equity,US Dollar,2,48,0.314816641,0.099614045,0.03794796,0.190421731,0.280688078,0.076511546,0,0,0.972844234,0.999360122,0.391477986,45.23786453,44.89186806,41.93267994,0,0.33524978,0.092445934,0.021222967,0.41831099,0.081547363,0.051222967,0,0,-0.206001824,0.158624614,0.982611251,4.971480182,-0.511111051,-0.010793248,0,0,2.054408411,2.016764464,1.018665515,45.72979788,1.905157793,0.244651966,1.660505827,44.06929205,44.06929205,-0.122325983
Franklin Income A1,FOUSA00CSN,US Fund Allocation--30% to 50% Equity,US Dollar,2,48,0.14399095,0.46205932,0.011610148,9.77E-12,9.70E-09,0.382339572,0,0,0.85785108,0.998456156,1.211239034,61.7660418,63.64390189,144.4477575,0,0.490616722,0.115616722,0.030205574,0.273766555,0.03791777,0.051876656,0,0,18.95908428,21.32852683,-0.875757341,2.819920406,0.396788517,0.253063135,0,0,3.070239628,2.821218066,1.088267392,69.26158315,15.33096445,4.551241865,10.77972259,58.48186056,58.48186056,-2.275620932
Franklin Multi-Asset Defensive Growth A,FOUSA00IT0,US Fund Allocation--30% to 50% Equity,US Dollar,2,48,0.163169863,0.140833197,0.098940212,0.317727142,0.279329571,1.54E-08,0,0,0.973092057,1.008804017,0.34995074,40.29432714,43.04140567,54.48641332,0,0.318133002,0.091520703,0.020760351,0.432189457,0.086636134,0.050760351,0,0,14.74667119,1.784349748,14.41381055,-1.622314655,2.73233198,-0.044776468,0,0,1.9718496,1.940547687,1.016130453,43.73568304,3.339371843,1.961838333,1.37753351,42.35814953,42.35814953,-0.980919167
Goldman Sachs Income Builder A,FOUSA00D2M,US Fund Allocation--30% to 50% Equity,US Dollar,2,48,0.213620683,0.303719115,0.016056764,9.66E-14,0.466603438,8.76E-15,0,0,0.937779209,1.012056624,0.698033101,53.33965622,54.27531276,84.89479297,0,0.422046643,0.097137656,0.023568828,0.347935154,0.05574289,0.053568828,0,0,10.41904303,13.70132886,-0.398626076,0.465252651,3.33025116,-0.017049811,0,0,2.511640834,2.412693405,1.04101119,56.50120795,6.455126683,2.091026639,4.364100044,52.1371079,52.1371079,-1.045513319
Great-West Moderately Cnsrv Pfl Inv,FOUSA00G48,US Fund Allocation--30% to 50% Equity,US Dollar,2,48,0.260278753,0.165391314,0.082206626,2.08E-07,0.240195178,0.251927921,0,0,0.980635975,0.99924338,0.351087889,50.78766927,51.51403865,53.5840502,0,0.396504858,0.095757019,0.02287851,0.36864471,0.063336394,0.05287851,0,0,4.496996434,5.350392855,10.99701855,12.74910214,-3.085596608,0.0725182,0,0,2.321500453,2.294798825,1.011635716,52.11344139,2.776407968,1.584496759,1.191911209,50.92153018,50.92153018,-0.79224838
GuidePath? Conservative Allocation Svc,F00000JY3V,US Fund Allocation--30% to 50% Equity,US Dollar,2,48,0.263903613,0.157534118,0.04600885,0.320482723,0.108169523,0.103901173,0,0,0.982466141,0.999413555,0.316984492,46.74465809,47.22187114,38.54910433,0,0.356802308,0.093610936,0.021805468,0.400835966,0.075139854,0.051805468,0,0,3.803682396,4.97434779,3.47271737,0.354573501,-0.154931831,0.033474449,0,0,2.137363008,2.113726913,1.01118219,47.74991507,1.553261615,0.503013146,1.050248469,46.6996666,46.6996666,-0.251506573
GuidePath? Multi-Asset Income Allc Svc,F00000ODP6,US Fund Allocation--30% to 50% Equity,US Dollar,2,48,0.208901242,0.305843412,0.109477464,3.09E-10,0.375777832,4.91E-08,0,0,0.920858303,1.011299748,0.905263349,62.42221182,65.65712646,112.9214507,0,0.499244828,0.124244828,0.033081609,0.256510345,0.036767356,0.050151034,0,0,19.27361952,10.32935915,9.776351083,-1.803749846,2.805978365,-0.032831864,0,0,3.048316396,2.910795616,1.047245083,68.75910283,9.435458639,3.371447468,6.064011171,62.69509166,62.69509166,-1.685723734
GuideStone Funds Balanced Allc Inv,FOUSA0591I,US Fund Allocation--30% to 50% Equity,US Dollar,2,48,0.277481455,0.174030074,0.088640162,0.291041341,0.168806968,5.12E-10,0,0,0.991176169,1.008635405,0.258119078,54.01516908,56.19345168,48.61869079,0,0.439789428,0.098096726,0.024048363,0.333549112,0.050468008,0.054048363,0,0,13.89603596,5.974455786,14.25801553,-0.859797349,1.70291255,-0.056603549,0,0,2.508453872,2.495138346,1.005336588,56.49333298,2.12222526,1.524054513,0.598170747,55.89516223,55.89516223,-0.762027257
Hartford AARP Balanced Retirement Y,F00000SPUJ,US Fund Allocation--30% to 50% Equity,US Dollar,2,48,0.113355732,0.299993136,1.97E-11,2.32E-10,0.332710347,0.253940785,0,0,0.932659165,0.998727026,0.55182044,41.3348868,41.09090284,73.67095157,0,0.300090851,0.090545451,0.020272726,0.446818229,0.092000017,0.050272726,0,0,6.357717569,17.11503562,-0.997166249,13.11529033,-3.315166304,0.062016119,0,0,1.941156223,1.861070037,1.043032333,42.85914026,6.173266657,2.70974391,3.463522747,39.39561751,39.39561751,-1.354871955
Hartford Balanced Income Y,FOUSA05IG7,US Fund Allocation--30% to 50% Equity,US Dollar,2,48,0.251377695,0.232825245,0.022834922,3.36E-09,0.492962134,4.47E-13,0,0,0.92880654,1.010547504,0.720227785,50.70378625,51.10482005,80.65257443,0,0.392719585,0.09555241,0.022776205,0.37171385,0.064461745,0.052776205,0,0,4.231001505,6.693278086,0.01362828,2.267283048,3.131986347,-0.000970418,0,0,2.388585724,2.277413818,1.048814978,53.59950073,6.111045944,1.23779447,4.873251475,48.72624925,48.72624925,-0.618897235
Hartford Conservative Allocation A,FOUSA05802,US Fund Allocation--30% to 50% Equity,US Dollar,2,48,0.234685043,0.103431456,0.082964018,0.090010607,0.368874448,0.120034427,0,0,0.979880263,0.999912078,0.307679573,42.10805177,42.61439668,43.98087202,0,0.314183169,0.091307198,0.020653599,0.435392025,0.087810409,0.050653599,0,0,1.695213865,0.58576548,11.68386775,9.83338977,-1.334451132,-0.00743457,0,0,1.947527072,1.923069155,1.012718168,43.15637374,2.200926861,1.123779138,1.077147722,42.07922601,42.07922601,-0.561889569
