Name,SecId,Morningstar Category,Base Currency,R^2,Base Risk Score,Leverage Ratio,MPRS,Alignment Score,Misfit Risk,Residual Risk,Asset Allocation Risk,Blended Benchmark Risk,Covariance of Asset Allocation & Misfit
VT AJ Bell Cautious I Acc,F00000YOW1,EAA Fund GBP Allocation 20-40% Equity,Pound Sterling,86.82%,29.06,1.09,31.53,5.9,1.16,4.75,26.78,26.78,-0.58
VT Defensive Portfolio Overlay C Acc,F00000WHU8,EAA Fund GBP Allocation 20-40% Equity,Pound Sterling,92.95%,37.97,1.04,39.55,3.83,0.73,3.1,36.45,36.45,-0.36
VT Esprit Careful Growth GBP Acc,F00001023S,EAA Fund GBP Allocation 20-40% Equity,Pound Sterling,79.84%,47.66,1.11,52.81,11.37,1.58,9.79,43.01,43.01,-0.79
VT Greystone Conservative Managed R Acc,F00000PF62,EAA Fund GBP Allocation 20-40% Equity,Pound Sterling,79.74%,45.25,1.11,50.3,12.78,3.19,9.59,40.71,40.71,-1.59
VT Grosvenor Cautious B GBP Acc,F00000YE9L,EAA Fund GBP Allocation 20-40% Equity,Pound Sterling,86.07%,45.48,1.07,48.88,8.01,1.46,6.55,42.32,42.32,-0.73
VT Momentum Diversified Cautious A Acc,F00000NL74,EAA Fund GBP Allocation 20-40% Equity,Pound Sterling,82.28%,52.31,1.08,56.57,13.13,4.94,8.19,48.38,48.38,-2.47
VT Sinfonia Income Portfolio A Acc,F000002EWN,EAA Fund GBP Allocation 20-40% Equity,Pound Sterling,88.42%,30.71,1.08,33.04,4.97,0.47,4.5,28.54,28.54,-0.23
VT SmartFund Cautious Strategy F GBP Inc,F00000WW4Z,EAA Fund GBP Allocation 20-40% Equity,Pound Sterling,81.90%,37.63,1.1,41.22,9.31,2.45,6.87,34.35,34.35,-1.22
WAY Global Cautious Portfolio B Acc,F00000022G,EAA Fund GBP Allocation 20-40% Equity,Pound Sterling,85.92%,39.96,1.08,43.14,7.23,1.12,6.11,37.02,37.02,-0.56
Wesleyan Low Risk/Rwd Gr X Acc,F00000XIYV,EAA Fund GBP Allocation 20-40% Equity,Pound Sterling,91.79%,44.72,1.05,46.89,7.45,3.21,4.24,42.65,42.65,-1.6
WS Verbatim Multi-Index Portfolio 3 A,F00000LJRO,EAA Fund GBP Allocation 20-40% Equity,Pound Sterling,89.88%,43.08,1.07,45.92,6.12,0.62,5.51,40.42,40.42,-0.31
WS Verbatim Portfolio 3 B Acc,F00000EXO9,EAA Fund GBP Allocation 20-40% Equity,Pound Sterling,92.36%,37.42,1.05,39.2,3.9,0.43,3.48,35.72,35.72,-0.21
7IM AAP Balanced C Acc,F000001EZX,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,93.54%,57.06,1.04,59.13,4.42,0.36,4.06,55.07,55.07,-0.18
7IM Balanced C Acc,F0GBR05VLG,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,92.59%,65.69,1.04,68.22,6.03,1.05,4.98,63.24,63.24,-0.53
7IM Sustainable Balance A Acc,F0000009K7,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,94.60%,52.48,1.03,54.12,3.58,0.35,3.23,50.89,50.89,-0.17
abrdn Diversified Growth I Acc,F00000PUQ7,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,80.10%,57.82,1.11,64.28,16.04,3.76,12.28,52,52,-1.88
abrdn Diversified Income A Acc,F0GBR04ET6,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,79.56%,52.12,1.12,58.24,14.68,3.09,11.59,46.65,46.65,-1.55
abrdn Dynamic Distribution I Acc,F0GBR06DZQ,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,92.72%,71.25,1.04,73.83,8,2.93,5.07,68.76,68.76,-1.46
abrdn Multi-Manager Cautious ManagedIAcc,F00000PHNO,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,93.79%,64.25,1.03,66.25,5.13,1.19,3.94,62.31,62.31,-0.6
abrdn Multi-Manager Diversity B Acc,F000000OMO,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,91.39%,47.66,1.05,50.06,5.03,0.35,4.67,45.38,45.38,-0.18
abrdn Multi-Manager Multi-Asset DistRAcc,F0GBR0644U,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,91.35%,80.21,1.04,83.77,9,2.03,6.97,76.8,76.8,-1.01
abrdn MyFolio Managed III Inst Acc,F00000JYZM,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,95.05%,72.9,1.02,74.68,4.89,1.38,3.51,71.17,71.17,-0.69
abrdn MyFolio Market III Inst Acc,F00000JYZ2,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,94.87%,74.64,1.02,76.49,5.24,1.59,3.65,72.84,72.84,-0.8
abrdn MyFolio Monthly Inc III P1 Acc,F00000OPTD,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,89.98%,79.02,1.05,82.81,11.42,4.02,7.41,75.4,75.4,-2.01
abrdn MyFolio Multi-Manager III Inst Acc,F00000JYZC,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,92.39%,76.19,1.04,78.99,7.7,2.2,5.51,73.48,73.48,-1.1
ACUMEN Income Portfolio Acc,F00000WTIV,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,87.30%,65.07,1.07,69.87,13.7,4.43,9.27,60.6,60.6,-2.22
ACUMEN Portfolio 4 Acc,F00000OSTI,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,84.08%,57.42,1.09,62.39,11.15,1.61,9.54,52.85,52.85,-0.81
ACUMEN Portfolio 5 Acc,F00000OSTL,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,83.99%,74.43,1.08,80.36,13.61,2.19,11.42,68.94,68.94,-1.09
Aegon Diversified Monthly Inc GBP B Acc,F00000SXS4,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,80.46%,79.39,1.11,88.16,19.64,2.96,16.67,71.48,71.48,-1.48
Aegon Ethical Cautious Managed GBP B Acc,F00000PY50,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,79.96%,72.15,1.12,80.79,17.84,1.48,16.36,64.43,64.43,-0.74
AI Cautious Pension Insrd Pen Inc,F000015QLC,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,92.01%,50.88,1.05,53.17,4.66,0.17,4.48,48.69,48.69,-0.09
AI Distribution Life UK Corp Inc,F00000Y5FM,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,90.09%,58.37,1.05,61.56,6.97,0.74,6.22,55.34,55.34,-0.37
Allianz RiskMaster Cnsrv Mlt Asst C Acc,F00000O9KS,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,93.59%,58.83,1.03,60.79,5.05,1.2,3.85,56.94,56.94,-0.6
Artemis High Income R Inc,F0GBR04C7V,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,79.32%,62.92,1.12,70.56,17.58,3.12,14.46,56.1,56.1,-1.56
Artemis Monthly Distribution I Acc,F00000O81C,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,86.03%,72.56,1.08,78.29,12.56,1.51,11.05,67.25,67.25,-0.76
ASC Phoenix B Income,FOGBR05KPA,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,87.68%,49.05,1.07,52.42,7.7,1.18,6.51,45.91,45.91,-0.59
Ashburton Global Balanced Sterling Fdr,F00000066L,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,87.44%,69.97,1.06,74.51,10.75,1.94,8.8,65.7,65.7,-0.97
Ashburton Sterling Asset Mgmt R Inc,F00000S86S,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,89.79%,48.61,1.06,51.45,6.51,1,5.52,45.93,45.93,-0.5
Aviva Investors MA Plus II 8 GBP Acc,F00000PWP9,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,92.91%,56.6,1.04,58.8,5.58,1.25,4.32,54.48,54.48,-0.63
Aviva Investors Multi-Mgr 20-60% 8 œInc,F000003W99,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,93.63%,58.26,1.03,60.25,5.3,1.38,3.91,56.34,56.34,-0.69
AXA Distribution Z Inc,F0GBR04CER,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,94.77%,61.68,1.03,63.65,10.1,6.22,3.88,59.77,59.77,-3.11
AXA Ethical Distribution Z Acc,F0GBR04CF3,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,84.29%,79.16,1.09,86.6,18.36,4.13,14.23,72.37,72.37,-2.06
AXA Framlington Managed Income R Grs Acc,F00000PF24,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,67.59%,58.84,1.19,69.99,25.56,5.04,20.52,49.47,49.47,-2.52
AXA Global Sust Distribution Z Acc,F0GBR04CEF,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,93.56%,61.19,1.04,63.58,8.27,3.58,4.69,58.89,58.89,-1.79
AXA IM Lifetime Distribution A GBP Inc,F00000WOFB,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,90.84%,67.89,1.05,71.61,13.87,6.62,7.25,64.36,64.36,-3.31
AXA/AB Invmt AB Glbl Strat 40/60 œ V2GBP,F00000ORC9,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,84.78%,29.84,1.1,32.69,9.35,3.9,5.44,27.24,27.24,-1.95
AXA/AB Invmt AB Glbl Strat 50/50 œ V2GBP,F00000OOFD,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,83.75%,38.51,1.1,42.21,10.83,3.75,7.08,35.13,35.13,-1.87
Barclays GlobalBeta Port 2 C Dis GBP,F000002NEX,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,97.91%,47.28,1.01,47.78,2.51,1.52,0.99,46.79,46.79,-0.76
Barclays GlobalBeta Port 3 A Acc GBP,F000002NF0,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,98.59%,67.82,1.01,68.27,2.77,1.88,0.9,67.37,67.37,-0.94
Barclays Multi-Asset Cautious B Inc GBP,F00000ZO6V,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,90.97%,55.53,1.04,57.84,7.6,3.06,4.54,53.3,53.3,-1.53
Barclays MultiManager Port 2 R Dis GBP,F000002TBE,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,96.19%,57.33,1.02,58.33,5.16,3.16,1.99,56.34,56.34,-1.58
Barclays MultiManager Port 3 R Dis GBP,F000002NES,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,96.40%,76.1,1.02,77.3,5.56,3.19,2.36,74.93,74.93,-1.6
Barclays Wealth Global Mkts 2 R Dis GBP,F00000LL8X,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,98.01%,47.84,1.01,48.31,2.66,1.72,0.94,47.37,47.37,-0.86
Barclays Wealth Global Mkts 3 R Acc GBP,F00000LL8Y,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,98.42%,67.11,1.01,67.6,2.69,1.7,0.99,66.61,66.61,-0.85
BlackRock Consensus 60 D Acc,F00000OMU8,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,96.42%,54.22,1.02,55.31,3.03,0.87,2.16,53.15,53.15,-0.43
BlackRock Managed Volatility I C,F00000NXYF,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,92.78%,35.13,1.04,36.62,3.99,1.08,2.92,33.7,33.7,-0.54
BlackRock Managed Volatility II C,F00000NXYG,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,92.69%,46.13,1.04,47.97,5.04,1.42,3.62,44.35,44.35,-0.71
Blackrock UK Managed Volatility II CœAcc,F00000WHT0,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,83.87%,34,1.11,37.62,10.11,3.21,6.9,30.72,30.72,-1.6
BNY Mellon Mlt-Asst Income F Acc,F00000VBFS,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,91.42%,87.19,1.04,90.9,11.65,4.37,7.27,83.63,83.63,-2.19
Brooks Macdonald Intl Multi Strat CauBal,F0000008QD,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,91.00%,60.96,1.05,63.81,7.3,1.72,5.58,58.23,58.23,-0.86
Canaccord Genuity Cautious B Inc,F000002JJT,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,89.90%,59.05,1.05,62.25,8.18,1.93,6.25,56.01,56.01,-0.96
Close Conservative Portfolio A Inc,F00000JR1S,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,86.55%,48.01,1.09,52.13,8.21,0.29,7.92,44.22,44.22,-0.14
Close Diversified Income Port A Inc,F00000JR1R,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,76.61%,42.76,1.15,48.99,13.92,2.24,11.68,37.32,37.32,-1.12
Close Managed Conservative X Inc,F00000PZ8W,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,92.22%,59.49,1.04,61.75,5.99,1.55,4.44,57.31,57.31,-0.78
Close Managed Income X Inc,F00000PZA5,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,89.89%,65.93,1.05,69.22,8.43,2.01,6.42,62.79,62.79,-1.01
Close Tactical Select Passv Cnsrv X Inc,F00000PZ8T,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,95.62%,58.08,1.02,59.37,3.96,1.41,2.55,56.82,56.82,-0.7
Coleman Street Invest-Income Port 1d,F00000Q6IC,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,94.20%,65.17,1.03,67.23,5.5,1.44,4.06,63.16,63.16,-0.72
Courtiers Total Return Cautious Risk,F000000ATE,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,92.68%,56.91,1.04,59.2,8.22,3.72,4.5,54.7,54.7,-1.86
Coutts Multi Asset UK Balanced A GBP Inc,F00000PXU4,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,97.32%,58.78,1.01,59.63,2.25,0.58,1.68,57.95,57.95,-0.29
CT Global Multi Asset Income Inst Acc,F00000UDLT,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,94.96%,54.04,1.02,55.38,4.02,1.37,2.65,52.73,52.73,-0.69
CT Managed Eq&Bd Z Grs GBP Acc,F000016MVQ,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,95.93%,57.69,1.02,58.96,3.05,0.54,2.5,56.46,56.46,-0.27
CT MM Lifestyle 4 A Acc,F0000007KH,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,93.37%,59.4,1.04,61.48,5.25,1.16,4.09,57.39,57.39,-0.58
CT MM Lifestyle 5 A Acc,F0000007KF,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,93.28%,78.1,1.03,80.65,6.76,1.74,5.02,75.63,75.63,-0.87
CT MM Navigator Cautious A Acc,F000000JKG,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,88.96%,83.92,1.05,88.25,12.7,4.26,8.44,79.81,79.81,-2.13
CT MM Navigator Distribution A Acc,F000000JKF,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,84.27%,79.25,1.08,85.76,16.68,4.14,12.54,73.22,73.22,-2.07
CT Universal MAP Cautious 3 Acc,F00000ZPMM,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,93.77%,49,1.04,50.87,4.61,0.93,3.67,47.19,47.19,-0.47
Davy UK GPS Balanced Growth A GBP Acc,F00000WBDN,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,96.37%,57.42,1.02,58.48,3.18,1.1,2.09,56.39,56.39,-0.55
Davy UK GPS Defensive Growth A Acc,F00000ZZ8P,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,96.37%,46.55,1.02,47.45,2.56,0.78,1.79,45.67,45.67,-0.39
Dimensional World Allc 60/40 GBP Acc,F00000NGRZ,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,97.22%,70.76,1.01,71.73,3,1.08,1.93,69.8,69.8,-0.54
Discovery Balanced GBP Acc,F0GBR06IPR,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,90.52%,78.88,1.05,82.63,8.79,1.47,7.33,75.31,75.31,-0.73
DMS Stirling House Balanced Acc,F00000PR3D,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,92.55%,47.67,1.04,49.81,7.13,2.94,4.19,45.62,45.62,-1.47
EF 8AM Cautious R Inc,F000000NQN,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,77.06%,63.07,1.13,71.24,17.42,2.02,15.4,55.84,55.84,-1.01
EF Brompton Global Balanced B GBP Acc,F00000S8GP,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,89.08%,67.52,1.06,71.3,9.45,2.08,7.37,63.93,63.93,-1.04
EF Brompton Global Inc I GBP Inc,F00000O4TR,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,91.62%,73.27,1.04,76.35,7.95,1.89,6.05,70.3,70.3,-0.95
EF New Horizon Balanced Inc & Gr B Inc,F0GBR06954,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,92.32%,75.58,1.04,78.31,8.12,2.75,5.38,72.94,72.94,-1.37
EF Tellsons Endeavour A GBP Acc,F00000SG0D,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,77.42%,45.92,1.16,53.3,14.46,0.71,13.75,39.56,39.56,-0.36
Embark Horizon Multi-Asset II Z Acc,F00000VAZ7,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,94.00%,56.21,1.04,58.3,5.97,1.85,4.11,54.19,54.19,-0.93
Embark Horizon Multi-Asset III Z Acc,F00000VAZ9,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,94.05%,71.96,1.03,74.41,6.11,1.29,4.82,69.59,69.59,-0.65
Evelyn Balanced Instl GBP Acc,F000013T1S,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,92.89%,59.2,1.04,61.37,5.11,0.86,4.25,57.12,57.12,-0.43
Evelyn Cautious 200 GBP Acc,F00000ZQQZ,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,92.34%,50.25,1.04,52.17,4.68,0.91,3.77,48.4,48.4,-0.45
Evelyn Income Instl GBP Acc,F000013T1G,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,92.34%,58.44,1.04,60.81,5.38,0.74,4.64,56.16,56.16,-0.37
Evelyn Sustainable Cautious X GBPAcc,F00000ZQRB,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,91.10%,53.73,1.05,56.3,5.4,0.38,5.02,51.28,51.28,-0.19
Fidelity Mlt Asst Allctr Strat W Acc,F00000PJ3E,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,95.57%,45.96,1.03,47.2,3.92,1.48,2.45,44.75,44.75,-0.74
Fidelity MltAsst Bal Inc W Inc,F00000QJXJ,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,89.49%,59.17,1.05,62.21,9.91,3.98,5.94,56.27,56.27,-1.99
Fidelity MltAsst Open Str W Acc,F00000Q5LL,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,94.70%,57.79,1.03,59.33,5.78,2.75,3.03,56.3,56.3,-1.37
Fidelity Select 50 Balanced PI Acc,F0000102D7,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,94.76%,62.52,1.03,64.08,3.99,0.89,3.09,60.99,60.99,-0.45
FP Apollo Multi Asset Bal D GBP Acc,F000002Y6X,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,82.99%,81.7,1.09,88.65,16.43,3.08,13.35,75.3,75.3,-1.54
FP Mattioli Woods Cautious C GBP Inc,F00000Z9W7,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,79.93%,48.43,1.11,53.91,11.71,1.31,10.4,43.51,43.51,-0.66
FP Russell Invsmts Mlt Asst Gr II C Acc,F00000WFW5,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,95.12%,56.92,1.03,58.38,3.96,1.07,2.89,55.5,55.5,-0.54
FP Russell Invsmts Multi Asset Inc C Acc,F00000OSOJ,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,86.82%,84.33,1.06,89.7,15.48,5.08,10.41,79.29,79.29,-2.54
Halifax Cautious Managed C,F0GBR06JIS,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,95.06%,66.11,1.03,67.89,7.34,3.82,3.52,64.37,64.37,-1.91
Handelsbanken Cautious MA H Acc,F000005IXC,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,88.49%,40.9,1.06,43.38,6.26,1.45,4.82,38.57,38.57,-0.72
Handelsbanken Income MA H Inc,F00000J427,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,87.52%,51.48,1.07,55.02,7.71,0.85,6.86,48.17,48.17,-0.43
HL Multi-Manager Equity & Bond A Acc,F0GBR06WPG,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,92.75%,74.77,1.04,77.6,9.02,3.47,5.55,72.05,72.05,-1.73
HL Multi-Manager Strategic Assets A Acc,F00000WQBY,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,87.43%,53.3,1.06,56.75,8.81,2.11,6.69,50.06,50.06,-1.06
HSBC Global Strategy Balanced Retl X Acc,F00000N78H,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,94.26%,66.19,1.03,68.22,5.92,1.94,3.98,64.23,64.23,-0.97
HSBC World Selection Balanced Retl Acc,F000002K5C,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,95.26%,70.79,1.02,72.47,4.71,1.37,3.33,69.14,69.14,-0.69
HSBC World Selection Div Dis Port Acc,F00000025B,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,91.23%,74.29,1.04,77.57,7.97,1.55,6.42,71.14,71.14,-0.77
Iceberg Trust A,F000002XLO,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,79.04%,44.43,1.13,50.08,12.68,2.01,10.67,39.41,39.41,-1
IFSL Equilibrium Bal Port A GBP Acc,F00000ZR06,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,90.95%,71.64,1.05,74.86,8.58,2.26,6.32,68.55,68.55,-1.13
IFSL Marlborough Cautious A Acc,F0GBR04FIB,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,90.03%,67.09,1.05,70.38,8.53,2.12,6.41,63.96,63.96,-1.06
IFSL Ravenscroft Balanced A Inc,F00000Z0H2,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,88.93%,59.58,1.05,62.67,9.32,3.3,6.02,56.65,56.65,-1.65
Invesco Distribution UK Acc,F0GBR04FVL,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,89.80%,66.17,1.05,69.81,10.07,2.99,7.08,62.73,62.73,-1.5
Invesco European High Inc UK(NoTrail)Acc,F000001V3Y,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,88.91%,74.98,1.05,79.1,12.2,4.17,8.03,71.07,71.07,-2.09
Invesco Global Income Fd UK Y Acc,F00000T1VP,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,87.26%,95.65,1.06,101.5,15.1,3.75,11.35,90.15,90.15,-1.87
Invesco Monthly Inc Plus UK Acc,F0GBR04RXD,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,80.33%,57.6,1.1,63.51,15.98,4.71,11.27,52.24,52.24,-2.36
Janus Henderson Cautious Mgd A Acc,F0GBR04F29,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,91.26%,69.42,1.06,73.32,16.47,8.87,7.6,65.72,65.72,-4.44
Janus Henderson Core 4 Income I Inc,F00000POML,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,90.01%,49.63,1.05,52.18,7.8,2.84,4.96,47.22,47.22,-1.42
Janus Henderson Mlt-Mgr Distr A Inc,F0GBR04LIO,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,92.44%,65.48,1.04,67.96,6.72,1.85,4.86,63.1,63.1,-0.93
Janus Henderson Mlt-Mgr Inc & Gr A Inc,F0GBR04RWW,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,92.27%,64.54,1.04,66.96,7.22,2.48,4.75,62.21,62.21,-1.24
JPM Multi-Asset Income A Net Acc,F000003WDH,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,84.61%,70.62,1.08,76.39,14.06,2.97,11.09,65.29,65.29,-1.49
Jupiter Merlin Income Portfolio L Inc,F0GBR04SDH,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,92.10%,48.66,1.05,51.06,5.18,0.49,4.68,46.37,46.37,-0.25
Jyske Invest Balanced Strategy GBP CL,F00000LIFV,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,90.94%,59.89,1.05,62.97,6.3,0.28,6.02,56.95,56.95,-0.14
L&G Mixed Investment 20-60% C Acc,F00000TH58,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,96.23%,67.59,1.02,68.87,3.4,0.86,2.54,66.33,66.33,-0.43
L&G Mixed Investment Income 20-60% C Inc,F00000W8AK,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,93.99%,72.13,1.03,74.37,6.25,1.86,4.4,69.97,69.97,-0.93
L&G Multi Manager Income R Acc,F000001K7S,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,92.83%,78.94,1.03,81.62,7.22,1.94,5.28,76.34,76.34,-0.97
L&G Multi-Index 5 I Acc,F00000PTMK,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,97.61%,68.72,1.01,69.55,2.25,0.6,1.65,67.9,67.9,-0.3
L&G Multi-Index Income 5 C Acc,F00000W8MQ,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,95.51%,73.02,1.02,74.63,5.38,2.19,3.19,71.44,71.44,-1.1
Latour Inc,F00000LWUV,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,83.45%,62.85,1.1,69.44,13.97,1.41,12.55,56.89,56.89,-0.71
LF Bentley Sterling Balanced Acc,F0GBR05SLJ,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,77.76%,41.13,1.12,46.11,11.58,2.15,9.43,36.68,36.68,-1.07
LF Canlife Portfolio IV C Acc,F00000RG22,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,96.50%,47.97,1.02,48.98,2.56,0.56,2,46.98,46.98,-0.28
LF Cautela A Acc,F000003W64,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,94.23%,73.19,1.03,75.41,5.31,0.94,4.37,71.04,71.04,-0.47
LF Crystal Fund,F000003TCF,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,66.18%,27.94,1.29,36.05,16.32,1.93,14.39,21.66,21.66,-0.97
LF Davids,F000003W56,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,73.27%,48.56,1.19,58.03,19.7,2.32,17.39,40.64,40.64,-1.16
LF KH Ramogan Trust Acc,F0GBR06KCO,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,91.72%,55.81,1.05,58.41,5.71,0.62,5.08,53.33,53.33,-0.31
LF New Institutional World Inc,F00000Z4PN,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,77.32%,61.79,1.15,71.07,21.48,4.14,17.34,53.73,53.73,-2.07
LF New Villture Inc,F0GBR06OPD,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,82.64%,62.91,1.11,69.82,14.65,1.51,13.14,56.68,56.68,-0.75
LF Packel Global,F000003W5O,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,86.97%,63.67,1.07,68.32,12.32,3.32,9,59.33,59.33,-1.66
LF Prudential Risk Managed Actv 2 C Inc,F000011GZA,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,84.32%,54.82,1.08,59.24,11.89,3.38,8.51,50.73,50.73,-1.69
LF Prudential Risk Managed Actv 3 A Acc,F000005O6S,EAA Fund GBP Allocation 40-60% Equity,Pound Sterling,91.67%,68.44,1.04,71.09,8.6,3.39,5.21,65.88,65.88,-1.69
